"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Scn3b",4.70825792256166e-272,0.280878116615092,0.511,0.268,1.46205533269307e-267,"0","Scn3b"
"Rnf169",1.79927478439937e-270,0.286453689754064,0.675,0.408,5.58728798799535e-266,"0","Rnf169"
"Neat1",3.10286039859812e-270,-1.83043337779914,0.047,0.233,9.63531239576673e-266,"0","Neat1"
"Adcy2",1.92730752215618e-269,0.283370574524745,0.559,0.303,5.98486804855159e-265,"0","Adcy2"
"Lin7a",2.26590605241068e-269,0.277236935815977,0.445,0.221,7.0363180645509e-265,"0","Lin7a"
"Celf3",1.14142984633571e-268,0.293030792514227,0.638,0.377,3.54448210182629e-264,"0","Celf3"
"Megf9",4.86112001208805e-268,0.254286894863891,0.591,0.332,1.5095235973537e-263,"0","Megf9"
"Gls",1.51770549647014e-266,0.291303016086664,0.881,0.62,4.71293087818873e-262,"0","Gls"
"Gstz1",3.12915035155807e-265,0.260663681537446,0.425,0.207,9.71695058669327e-261,"0","Gstz1"
"Acvr2a",3.13224333116127e-264,0.347296967909355,0.503,0.275,9.72655521625509e-260,"0","Acvr2a"
"Unc80",3.56365684778304e-264,0.279728531754468,0.874,0.587,1.10662236094207e-259,"0","Unc80"
"Cacna1b",1.61468537000219e-263,0.293362196777023,0.583,0.332,5.0140824794678e-259,"0","Cacna1b"
"Chka",6.35905276158965e-263,0.291547989269587,0.835,0.574,1.97467665405643e-258,"0","Chka"
"Tmem181a",2.38365236339832e-261,0.291378758465795,0.846,0.588,7.40195568406081e-257,"0","Tmem181a"
"Tacc1",1.01947960792823e-259,0.297926767461651,0.758,0.492,3.16579002649955e-255,"0","Tacc1"
"Apoe",1.36216125937645e-259,-1.68468487356171,0.187,0.368,4.22991935874169e-255,"0","Apoe"
"Atp1a1",2.17103190235349e-259,0.310086012697935,0.884,0.641,6.74170536637831e-255,"0","Atp1a1"
"Man1a2",4.73267734777224e-259,0.279640448953914,0.622,0.367,1.46963829680371e-254,"0","Man1a2"
"Cdh12",6.99387863458392e-259,0.26675087282208,0.286,0.116,2.17180913239735e-254,"0","Cdh12"
"Cstf3",2.45091857367457e-258,0.274042046834984,0.722,0.45,7.61083744683165e-254,"0","Cstf3"
"Camkk1",7.7492096222503e-258,0.285478896290312,0.363,0.169,2.40636206399739e-253,"0","Camkk1"
"Abi3bp",4.62722957298707e-256,0.598272258907893,0.183,0.059,1.43689359929967e-251,"0","Abi3bp"
"Stk19",2.90895078044171e-255,0.277596151959772,0.559,0.314,9.03316485850563e-251,"0","Stk19"
"Cplx2",4.04491729250865e-255,0.251710351748243,0.553,0.297,1.25606816684271e-250,"0","Cplx2"
"Ypel4",6.53682023587659e-255,0.276385791826333,0.453,0.234,2.02987878784676e-250,"0","Ypel4"
"Nsun7",9.26347612116225e-255,0.319969949603171,0.422,0.212,2.87658723990451e-250,"0","Nsun7"
"Crtac1",1.19788701839444e-254,0.283211295543587,0.35,0.158,3.71979855822026e-250,"0","Crtac1"
"Pitpnc1",2.05263458163459e-254,-0.627835970541749,0.056,0.241,6.37404616634989e-250,"0","Pitpnc1"
"Agfg2",3.98253359503397e-254,0.27456027329284,0.513,0.277,1.2366961572659e-249,"0","Agfg2"
"Rab40b",5.02384713816504e-254,0.280558055367708,0.444,0.226,1.56005525181439e-249,"0","Rab40b"
"Mapk4",8.78305234540054e-254,0.255209249112168,0.351,0.158,2.72740124481723e-249,"0","Mapk4"
"Vps13a",1.04002399295526e-253,0.27575499703235,0.778,0.505,3.22958650532398e-249,"0","Vps13a"
"Tsnax",4.58372543050686e-253,0.346559478152337,0.638,0.393,1.4233842579353e-248,"0","Tsnax"
"Fam189a1",2.48602779171179e-252,0.287301685175292,0.61,0.354,7.71986210160263e-248,"0","Fam189a1"
"Ints10",2.944766548451e-251,0.269853320192432,0.553,0.313,9.14438356290489e-247,"0","Ints10"
"Adcy9",3.57725618983975e-251,0.281280545990961,0.539,0.302,1.11084536463094e-246,"0","Adcy9"
"Negr1",3.82689018885079e-251,0.322167470300839,0.861,0.621,1.18836421034383e-246,"0","Negr1"
"Tiam1",4.63628142911675e-251,0.300056149022676,0.403,0.2,1.43970447218362e-246,"0","Tiam1"
"Dock10",7.16931395794626e-250,-1.03259064499051,0.125,0.31,2.22628706336105e-245,"0","Dock10"
"Dlx6os1",7.63610071449249e-249,-0.775168968713384,0.012,0.175,2.37123835487135e-244,"0","Dlx6os1"
"Cabin1",8.35321208123642e-248,0.269821075943283,0.716,0.45,2.59392294758634e-243,"0","Cabin1"
"Tmem191c",3.10464392024666e-247,0.284756015515244,0.831,0.564,9.64085076554196e-243,"0","Tmem191c"
"Rasgef1a",1.78775337321954e-246,0.28323966304602,0.548,0.311,5.55151054985865e-242,"0","Rasgef1a"
"Gm42418",3.13851813567173e-246,-0.41024225377944,0.995,0.99,9.74604036670143e-242,"0","Gm42418"
"Eftud2",5.64303665740408e-246,0.260300715378577,0.587,0.337,1.75233217322369e-241,"0","Eftud2"
"Scn8a",2.28271549133236e-245,0.269027510264264,0.879,0.603,7.08851641523438e-241,"0","Scn8a"
"Plekhg5",4.17658461837981e-245,0.283807360051822,0.471,0.251,1.29695482154548e-240,"0","Plekhg5"
"Ociad2",2.3828547614331e-244,0.274300777260089,0.467,0.247,7.39947889067821e-240,"0","Ociad2"
"Ndrg3",3.03971730445858e-243,0.284498504446334,0.768,0.505,9.43923414553523e-239,"0","Ndrg3"
"Zfyve28",6.82980521720426e-243,0.290682181824351,0.495,0.27,2.12085941409844e-238,"0","Zfyve28"
"Rimbp2",2.49596659731481e-242,0.267883587235943,0.567,0.323,7.75072507464169e-238,"0","Rimbp2"
"Tenm4",3.89172493162263e-242,0.261106667322787,0.748,0.47,1.20849734301678e-237,"0","Tenm4"
"Dapk1",8.83999561799162e-242,0.276847575859696,0.582,0.341,2.74508383925494e-237,"0","Dapk1"
"Nin",2.30458027393651e-241,0.276913630396122,0.698,0.435,7.15641312465506e-237,"0","Nin"
"AC149090.1",3.99458974783432e-240,0.262999378145932,0.968,0.818,1.24043995439499e-235,"0","AC149090.1"
"Syn2",7.06509948543348e-240,0.278528951655333,0.824,0.573,2.19392534321166e-235,"0","Syn2"
"Osbpl6",1.95418190905137e-239,0.279530870412279,0.717,0.454,6.06832108217722e-235,"0","Osbpl6"
"Adam33",4.46824371515433e-239,0.270573204059257,0.204,0.07,1.38752372086688e-234,"0","Adam33"
"Mest",9.46098558159803e-238,0.316606159450125,0.571,0.334,2.93791985265364e-233,"0","Mest"
"Uggt2",4.04459924837297e-237,0.259814091874616,0.529,0.296,1.25596940459726e-232,"0","Uggt2"
"Plp1",1.18642880239513e-233,-2.5720970245583,0.448,0.567,3.68421736007759e-229,"0","Plp1"
"Shc2",2.70274285645397e-233,0.269246576235433,0.51,0.282,8.39282739214652e-229,"0","Shc2"
"Adarb1",5.69414363122598e-232,0.280567397774614,0.591,0.35,1.7682024218046e-227,"0","Adarb1"
"Hap1",1.06958591102261e-231,0.312898868594459,0.49,0.272,3.32138512949851e-227,"0","Hap1"
"Ppp1r37",2.89880140050123e-231,0.268360579505833,0.654,0.404,9.00164798897648e-227,"0","Ppp1r37"
"Htr1f",7.56559847185131e-231,-0.51803699530094,0.076,0.257,2.34934529346399e-226,"0","Htr1f"
"Sulf2",1.01985740474719e-230,-0.608266929143427,0.048,0.217,3.16696319896144e-226,"0","Sulf2"
"Sorcs3",1.18627772796165e-230,0.268661430653019,0.418,0.213,3.6837482286393e-226,"0","Sorcs3"
"Slc25a23",3.72591418723052e-229,0.261997655886885,0.748,0.487,1.15700813256069e-224,"0","Slc25a23"
"Adgrl3",3.00496674354517e-228,0.273004062893709,0.839,0.586,9.33132322873081e-224,"0","Adgrl3"
"Herc3",1.41679470630308e-227,0.253196569510294,0.517,0.29,4.39957260148296e-223,"0","Herc3"
"Cd34",3.31872240976042e-227,0.27683159391311,0.312,0.141,1.0305628699029e-222,"0","Cd34"
"Slc12a5",3.62809392025805e-227,0.25085969927131,0.8,0.534,1.12663200505773e-222,"0","Slc12a5"
"Smarca2",1.93520459244754e-226,0.268831297782765,0.594,0.357,6.00939082092734e-222,"0","Smarca2"
"Sptbn4",2.69401783323403e-224,0.260353884741295,0.715,0.46,8.36573357754163e-220,"0","Sptbn4"
"Gfra4",5.94353597111404e-224,0.256051354788696,0.508,0.283,1.84564622511004e-219,"0","Gfra4"
"Dok6",1.39964820444072e-217,0.300007385694705,0.564,0.34,4.34632756924977e-213,"0","Dok6"
"Cry2",2.46097489760065e-217,0.263090823481332,0.784,0.535,7.64206534951931e-213,"0","Cry2"
"Slc7a14",5.27214953021971e-217,0.283316466886323,0.595,0.363,1.63716059361913e-212,"0","Slc7a14"
"Htra1",3.23514743635393e-216,-1.03420591178318,0.051,0.21,1.00461033341099e-211,"0","Htra1"
"Frmd4b",4.12000208920675e-216,-0.845152647517174,0.087,0.254,1.27938424876137e-211,"0","Frmd4b"
"Samd12",8.18351342508098e-214,0.255016541010748,0.692,0.441,2.5412264238904e-209,"0","Samd12"
"Ncam1",1.60408644403403e-212,-0.478107073387013,0.767,0.791,4.98116963465887e-208,"0","Ncam1"
"Hepacam",2.255237429563e-212,-0.865132462401983,0.032,0.183,7.00318879002199e-208,"0","Hepacam"
"Car2",8.70795971802721e-212,-1.22304866964238,0.074,0.236,2.70408273123899e-207,"0","Car2"
"Dgkg",8.64720676045023e-211,0.272744552423167,0.447,0.244,2.68521711532261e-206,"0","Dgkg"
"Cstf2",5.72408701129626e-210,0.252013913661589,0.627,0.385,1.77750073961783e-205,"0","Cstf2"
"Rhobtb2",7.18366814835517e-210,0.255894885332539,0.62,0.38,2.23074447010873e-205,"0","Rhobtb2"
"Sox11",2.05223704810446e-209,0.255830779806518,0.346,0.169,6.37281170547877e-205,"0","Sox11"
"Cst3",2.78088146456113e-209,-1.29688987193117,0.526,0.611,8.63547121190167e-205,"0","Cst3"
"Sema3e",6.84739239972564e-209,-0.484245707561084,0.038,0.193,2.1263207618868e-204,"0","Sema3e"
"Mog",6.05243644589375e-208,-1.42564283405166,0.04,0.191,1.87946308954339e-203,"0","Mog"
"Galntl6",5.31517800208411e-207,-0.542670840325152,0.058,0.221,1.65052222498718e-202,"0","Galntl6"
"Mag",1.13412725748804e-206,-1.55121741785054,0.06,0.215,3.5218053726776e-202,"0","Mag"
"Kcnq1ot1",1.63649155039161e-204,0.261490016625468,0.957,0.772,5.08179721143107e-200,"0","Kcnq1ot1"
"Ckb",4.56891418594147e-203,-0.436625325296034,0.821,0.799,1.41878492216041e-198,"0","Ckb"
"Aspa",2.22947190139998e-201,-1.23671496321751,0.022,0.163,6.92317909541736e-197,"0","Aspa"
"Gpc6",3.53274687813469e-201,0.255023015236154,0.358,0.178,1.09702388806717e-196,"0","Gpc6"
"Ptprm",2.77799705490601e-200,-0.553933537583342,0.051,0.204,8.62651425459962e-196,"0","Ptprm"
"Grid2",4.06056510066438e-199,-0.559108432504505,0.264,0.42,1.26092728070931e-194,"0","Grid2"
"Zbtb20",7.77607007033345e-195,-0.736579997658359,0.256,0.421,2.41470303894065e-190,"0","Zbtb20"
"Gprc5b",5.32098725446691e-194,-0.790111858367585,0.057,0.206,1.65232617212961e-189,"0","Gprc5b"
"Ntng1",2.38273562710799e-193,0.749885345686651,0.351,0.189,7.39910894285843e-189,"0","Ntng1"
"Cmtm5",3.97201637231687e-193,-0.836299469316111,0.032,0.172,1.23343024409556e-188,"0","Cmtm5"
"Kcnip1",9.31310543105706e-190,-0.580722986931238,0.015,0.147,2.89199862950615e-185,"0","Kcnip1"
"Itm2b",2.63412371391328e-188,-0.417144173163659,0.868,0.847,8.1797443688149e-184,"0","Itm2b"
"Nrxn3",8.02920940066674e-186,0.268744627170319,0.921,0.7,2.49331039518904e-181,"0","Nrxn3"
"Fa2h",3.6689924493664e-184,-0.945396703851943,0.025,0.158,1.13933222530175e-179,"0","Fa2h"
"Hsp90ab1",8.17842234942536e-184,-0.446049451633066,0.727,0.733,2.53964549216706e-179,"0","Hsp90ab1"
"Sox10",2.6730987005187e-183,-0.930925040776597,0.02,0.149,8.30077339472072e-179,"0","Sox10"
"Scube1",7.98742836994103e-183,0.333522924193564,0.31,0.153,2.48033613171779e-178,"0","Scube1"
"Chn2",3.19801296627708e-181,-0.63933015857829,0.081,0.231,9.93078966418021e-177,"0","Chn2"
"Fgfr2",4.69778213191486e-181,-0.786005641326008,0.023,0.153,1.45880228542352e-176,"0","Fgfr2"
"Cldn11",3.72571181337908e-180,-1.5226080838507,0.102,0.248,1.1569452894086e-175,"0","Cldn11"
"Bcas1",2.21080257613399e-179,-0.927803797410982,0.016,0.142,6.86520523966887e-175,"0","Bcas1"
"Cd9",1.07487137150209e-177,-0.903814972283517,0.039,0.173,3.33779806992543e-173,"0","Cd9"
"Syt11",1.98000098676823e-172,-0.394783981435269,0.858,0.828,6.14849706421139e-168,"0","Syt11"
"Daam2",7.54740669817221e-172,-0.725617785653455,0.014,0.134,2.34369620198342e-167,"0","Daam2"
"Sox6",1.95010735572015e-170,-0.554611438031611,0.006,0.121,6.05566837171778e-166,"0","Sox6"
"Tenm2",5.02444030308462e-170,0.286239111636807,0.615,0.406,1.56023944731687e-165,"0","Tenm2"
"1700047M11Rik",1.14867481169268e-169,-0.833684002340075,0.011,0.128,3.56697989274928e-165,"0","1700047M11Rik"
"Mal",3.65382823116904e-168,-1.46880952991843,0.131,0.271,1.13462328062492e-163,"0","Mal"
"Apod",3.94958627944234e-167,-1.41323756704893,0.118,0.258,1.22646502735523e-162,"0","Apod"
"Tmbim1",1.62908760604206e-165,-0.814688882933128,0.046,0.176,5.05880574304242e-161,"0","Tmbim1"
"Erbb4",1.67102061920125e-164,-0.813541002280322,0.064,0.198,5.18902032880563e-160,"0","Erbb4"
"Csrp1",1.34749365916687e-162,-0.787749204674718,0.035,0.159,4.18437205981089e-158,"0","Csrp1"
"Nptx2",4.20787728941697e-162,0.274996679345633,0.201,0.086,1.30667213468265e-157,"0","Nptx2"
"Rgs9",8.93993304595345e-162,-0.92406038085656,0.096,0.232,2.77611740875993e-157,"0","Rgs9"
"Ugt8a",1.24060182976708e-160,-1.0698363070367,0.053,0.181,3.85244086197572e-156,"0","Ugt8a"
"Tspan2",1.24493926491849e-158,-0.882120950147345,0.047,0.173,3.86590989935137e-154,"0","Tspan2"
"Sash1",9.01767558231506e-158,-0.620973988911305,0.032,0.153,2.8002587985763e-153,"0","Sash1"
"Litaf",2.92968480922494e-155,-0.897040234973106,0.029,0.146,9.09755023808621e-151,"0","Litaf"
"Kcnab1",3.28194963711639e-155,-0.422223298425622,0.101,0.243,1.01914382081375e-150,"0","Kcnab1"
"Syt6",1.90871329833771e-153,-0.320986599511031,0.014,0.125,5.9271274053281e-149,"0","Syt6"
"Nxph1",3.05462868378577e-153,-0.719714273893538,0.037,0.157,9.48553845175995e-149,"0","Nxph1"
"Thsd7b",1.21875130047316e-151,-0.529590563561872,0.05,0.175,3.78458841335931e-147,"0","Thsd7b"
"C030029H02Rik",6.67682915280044e-151,-0.918902102755504,0.012,0.118,2.07335575681912e-146,"0","C030029H02Rik"
"Ptgds",8.17277288348836e-150,-1.70179047353824,0.388,0.484,2.53789116350964e-145,"0","Ptgds"
"Plekhh1",1.33297491965022e-149,-0.820611501445904,0.025,0.138,4.13928701798982e-145,"0","Plekhh1"
"Hapln2",1.81479901080986e-149,-0.961672868900873,0.019,0.128,5.63549536826787e-145,"0","Hapln2"
"Cntn5",1.53592744149483e-146,0.353747729464228,0.625,0.429,4.7695154840739e-142,"0","Cntn5"
"Grik3",6.39836902873174e-145,-0.30815892883517,0.037,0.155,1.98688553449207e-140,"0","Grik3"
"Pllp",3.48103728569336e-144,-0.75296331934951,0.034,0.148,1.08096650832636e-139,"0","Pllp"
"Gapdh",3.3770765478779e-142,-0.355408152483006,0.771,0.75,1.04868358041252e-137,"0","Gapdh"
"Tsc22d4",7.94555355410486e-141,-0.651421445199927,0.088,0.213,2.46733274515618e-136,"0","Tsc22d4"
"Pard3",1.51303420844454e-138,-0.513527129305871,0.146,0.275,4.69842512748282e-134,"0","Pard3"
"Gpr37l1",9.50266964445667e-137,-1.09908538150454,0.037,0.147,2.95086400469313e-132,"0","Gpr37l1"
"Hnrnpa2b1",1.92725531023308e-135,-0.362920325771318,0.825,0.8,5.98470591486677e-131,"0","Hnrnpa2b1"
"Lrp1b",9.77438911872307e-135,-0.317150194692941,0.818,0.802,3.03524105303707e-130,"0","Lrp1b"
"Clic4",2.24173385194958e-134,-0.613198510840344,0.017,0.117,6.96125613045903e-130,"0","Clic4"
"Olfm3",4.63275878233847e-132,-0.408938816147254,0.089,0.214,1.43861058467957e-127,"0","Olfm3"
"Cacna2d2",3.14816629795423e-131,-0.369720193461011,0.054,0.17,9.77600080503727e-127,"0","Cacna2d2"
"Pbx3",5.11496600362825e-131,-0.494957465828688,0.035,0.142,1.58835039310668e-126,"0","Pbx3"
"Mobp",7.63388277846233e-131,-0.989734500941894,0.048,0.157,2.37054961919591e-126,"0","Mobp"
"Sept7",7.71307437686315e-131,-0.696254332583958,0.581,0.613,2.39514098624732e-126,"0","Sept7"
"Rcan2",1.07067890131809e-129,-0.477290107681077,0.158,0.286,3.32477919226308e-125,"0","Rcan2"
"Slc35f1",1.48233923758022e-129,-0.446419296532784,0.342,0.459,4.60310803445786e-125,"0","Slc35f1"
"Tmem91",5.88105436114575e-129,-0.394909871372426,0.139,0.277,1.82624381076659e-124,"0","Tmem91"
"St18",3.30147393045523e-128,-0.748652525900366,0.018,0.115,1.02520669962426e-123,"0","St18"
"Gpr37",1.49119444544798e-127,-0.776573766553156,0.043,0.149,4.6306061114496e-123,"0","Gpr37"
"Plpp3",2.9858430210351e-127,-1.18644350480035,0.071,0.183,9.27193833322029e-123,"0","Plpp3"
"Cd63",1.11431325557671e-126,-0.590976977732765,0.044,0.15,3.46027695254235e-122,"0","Cd63"
"Sept4",1.41073280574535e-126,-0.909159531601936,0.311,0.413,4.38074858168103e-122,"0","Sept4"
"Plekhg1",1.43098799965759e-122,-0.549383413114222,0.014,0.104,4.4436470353367e-118,"0","Plekhg1"
"Tmem63a",2.87041279760796e-121,-0.673050298517763,0.014,0.104,8.91349286041201e-117,"0","Tmem63a"
"Nfia",3.00143284429624e-120,-0.626574133453051,0.147,0.264,9.32034941139311e-116,"0","Nfia"
"Slc1a3",3.88454576075618e-120,-1.51886453306656,0.09,0.2,1.20626799508762e-115,"0","Slc1a3"
"Olig1",2.43030626066379e-119,-0.700413739739432,0.034,0.132,7.54683003123925e-115,"0","Olig1"
"Tgfa",4.30194102526269e-119,-0.360379771719343,0.02,0.113,1.33588174657482e-114,"0","Tgfa"
"Utrn",7.49619985790482e-119,-0.374114198772462,0.087,0.202,2.32779494187518e-114,"0","Utrn"
"Serpine2",3.35065271669397e-118,-0.880562367046833,0.237,0.34,1.04047818811498e-113,"0","Serpine2"
"Mtus1",7.27021559405286e-117,-0.430397837582336,0.034,0.133,2.25762004842124e-112,"0","Mtus1"
"Ndrg2",1.68101303152755e-116,-0.575146977827178,0.034,0.132,5.22004976680251e-112,"0","Ndrg2"
"Creb5",2.02123572541523e-115,-0.571065696719288,0.015,0.103,6.27654329813193e-111,"0","Creb5"
"Zfhx3",4.06099030769314e-115,-0.462578976830898,0.025,0.118,1.26105932024795e-110,"0","Zfhx3"
"Rnf13",3.54780964600513e-113,-0.642969062142112,0.413,0.484,1.10170132937397e-108,"0","Rnf13"
"Ttyh2",1.66518120141135e-112,-0.589426063310791,0.019,0.107,5.17088718474268e-108,"0","Ttyh2"
"Lamp1",2.9627686046954e-112,-0.564518686450088,0.533,0.573,9.20028534816063e-108,"0","Lamp1"
"Chd7",3.64508370160414e-112,-0.587525173820683,0.054,0.154,1.13190784185913e-107,"0","Chd7"
"Tle4",2.55216237464869e-111,-0.437007830182155,0.156,0.267,7.92522982199658e-107,"0","Tle4"
"Ermn",6.37125824146421e-111,-0.67297479030083,0.021,0.109,1.97846682172188e-106,"0","Ermn"
"Pcp4",1.56138661020295e-109,-0.438461657279573,0.166,0.28,4.84857384066322e-105,"0","Pcp4"
"Aplp2",7.24954716905081e-109,-0.321218920713739,0.813,0.769,2.25120188240535e-104,"0","Aplp2"
"Cnp",9.35827084829518e-108,-0.76934746501259,0.06,0.158,2.9060238465211e-103,"0","Cnp"
"Adcy5",1.06939353677777e-107,-0.631395311999577,0.156,0.261,3.320787749756e-103,"0","Adcy5"
"Actb",6.36849630520918e-107,-0.359695128375046,0.792,0.762,1.97760915765661e-102,"0","Actb"
"Tmcc3",1.55297312738736e-105,-0.623990872087011,0.113,0.217,4.82244745247598e-101,"0","Tmcc3"
"Mfge8",3.79418200392307e-105,-0.774318606971907,0.038,0.129,1.17820733767823e-100,"0","Mfge8"
"Trf",6.54337282755964e-105,-0.642073560527807,0.025,0.111,2.03191356414209e-100,"0","Trf"
"Scn4b",1.2163057331516e-104,-0.437624819319093,0.073,0.175,3.77699419315567e-100,"0","Scn4b"
"Gatm",2.1085720239683e-104,-1.24905164516071,0.146,0.243,6.54774870602876e-100,"0","Gatm"
"Cntnap4",2.29255747439966e-104,-0.309017036651104,0.032,0.122,7.11907872525326e-100,"0","Cntnap4"
"Adra1a",2.99070887462047e-102,-0.325125697730758,0.037,0.128,9.28704826835894e-98,"0","Adra1a"
"Kctd13",3.53488454675998e-102,-1.0054096756549,0.164,0.265,1.09768769830538e-97,"0","Kctd13"
"Appl2",1.21112128757282e-100,-0.62964077682308,0.087,0.186,3.76089493429989e-96,"0","Appl2"
"Stard5",6.66457045582983e-100,-0.293716952332915,0.026,0.111,2.06954906364884e-95,"0","Stard5"
"Clasp2",1.28469930257696e-98,-0.489318213475134,0.705,0.691,3.98937674429225e-94,"0","Clasp2"
"Sorcs1",2.62279802138571e-98,-0.510868507000548,0.333,0.419,8.14457469580905e-94,"0","Sorcs1"
"Abat",4.7409524616098e-98,-0.346036182171174,0.103,0.206,1.47220796790369e-93,"0","Abat"
"Bcan",4.81189382697054e-98,-1.11976698108372,0.096,0.193,1.49423739008916e-93,"0","Bcan"
"Cryab",9.03032268887939e-98,-0.580613885137477,0.036,0.122,2.80418610457772e-93,"0","Cryab"
"Hspa8",6.99245889048607e-97,-0.332727972085926,0.727,0.71,2.17136825926264e-92,"0","Hspa8"
"Pla2g7",1.56021356396e-96,-0.586408516840449,0.044,0.132,4.84493118016498e-92,"0","Pla2g7"
"Etv4",2.18225400552153e-96,-0.427785984266939,0.022,0.101,6.77655336334602e-92,"0","Etv4"
"Zfp385b",3.96108486696455e-95,-0.377283787208621,0.256,0.359,1.2300356837385e-90,"0","Zfp385b"
"Sema5a",7.59289088234147e-94,-0.356847175556571,0.043,0.131,2.3578204056935e-89,"0","Sema5a"
"Pcdh9",7.71928237003885e-94,-0.388330181961361,0.806,0.766,2.39706875436816e-89,"0","Pcdh9"
"Kcnk2",3.4560930137102e-93,-0.32238690241459,0.166,0.279,1.07322056354743e-88,"0","Kcnk2"
"Drd1",1.25796056874822e-91,-0.359191769223779,0.048,0.135,3.90634495413383e-87,"0","Drd1"
"Tac1",1.27063008839801e-91,-0.564889139718821,0.079,0.171,3.94568761350234e-87,"0","Tac1"
"Dlc1",3.43827958619475e-91,-0.365552700748369,0.186,0.288,1.06768895990105e-86,"0","Dlc1"
"Samd5",3.46907265524773e-91,-0.355966527849375,0.17,0.279,1.07725113163408e-86,"0","Samd5"
"Sv2c",5.71673606243608e-91,-0.375989701209549,0.067,0.159,1.77521804946828e-86,"0","Sv2c"
"Afap1",1.47608777204287e-90,-0.305604832669106,0.036,0.118,4.58369535852473e-86,"0","Afap1"
"Rasgrp2",1.56575212203033e-88,-0.374436165590809,0.063,0.153,4.8621300645408e-84,"0","Rasgrp2"
"Gm16638",1.98630378498735e-88,-0.279835490274606,0.068,0.161,6.16806914352121e-84,"0","Gm16638"
"Rgma",5.04026432308088e-88,-0.504943526466312,0.064,0.151,1.5651532802463e-83,"0","Rgma"
"Selenop",9.25685548002624e-88,-0.510312468797786,0.028,0.105,2.87453133221255e-83,"0","Selenop"
"Ptprz1",1.54441556148743e-87,-1.29671334810145,0.185,0.275,4.79587364308692e-83,"0","Ptprz1"
"mt-Co1",5.14116957931308e-87,-0.546355657680694,0.372,0.45,1.59648738946409e-82,"0","mt-Co1"
"Gnao1",1.98715731307635e-85,-0.44301698550319,0.737,0.701,6.170719604296e-81,"0","Gnao1"
"Rarb",7.89312793072242e-85,-0.486772314504612,0.087,0.175,2.45105301632723e-80,"0","Rarb"
"Cntn2",1.14893871672964e-84,-0.713911680999593,0.205,0.296,3.56779939706054e-80,"0","Cntn2"
"Gprin3",5.83823180033159e-84,-0.465487847309797,0.095,0.185,1.81294612095697e-79,"0","Gprin3"
"Tmbim6",2.39121198458e-83,-0.491770020997765,0.527,0.551,7.42543057571626e-79,"0","Tmbim6"
"Cpne2",3.55581544379383e-82,-0.290205742005509,0.027,0.101,1.1041873697613e-77,"0","Cpne2"
"Trim59",4.15791707950055e-82,-0.673723820101999,0.048,0.126,1.29115799069731e-77,"0","Trim59"
"F3",1.00701105602469e-81,-0.60874287400118,0.037,0.112,3.12707143227346e-77,"0","F3"
"Id4",7.82075489030075e-81,-0.368818731695513,0.029,0.102,2.42857901608509e-76,"0","Id4"
"Grm3",7.66970342587268e-79,-0.404570418291858,0.107,0.196,2.38167300483624e-74,"0","Grm3"
"Rab34",1.12489934054949e-78,-0.300498154087626,0.133,0.23,3.49314992220835e-74,"0","Rab34"
"Sccpdh",2.18110194260927e-78,-0.467131380132748,0.101,0.189,6.77297586238457e-74,"0","Sccpdh"
"Kazn",2.20799510205164e-78,-0.371130765688035,0.058,0.139,6.85648719040095e-74,"0","Kazn"
"Kif13a",3.10800641704981e-78,-0.547346636159409,0.085,0.168,9.65129232686478e-74,"0","Kif13a"
"Astn2",6.1209740849974e-78,-0.375258456422705,0.233,0.326,1.90074608261424e-73,"0","Astn2"
"mt-Co3",3.57329840713062e-77,-0.518266140376072,0.335,0.414,1.10961635436627e-72,"0","mt-Co3"
"Fth1",6.07264762528091e-77,-0.614989904196939,0.582,0.591,1.88573926707848e-72,"0","Fth1"
"Tnfaip6",1.37355472853996e-76,-0.59767315422345,0.04,0.114,4.26529949853514e-72,"0","Tnfaip6"
"Ddx5",2.05972298840336e-76,-0.265397611769532,0.89,0.825,6.39605779588896e-72,"0","Ddx5"
"Mt1",1.32557804150506e-75,-0.72312351142553,0.108,0.192,4.11631749228566e-71,"0","Mt1"
"Ubb",4.82025698388677e-75,-0.35529136516089,0.608,0.604,1.49683440120636e-70,"0","Ubb"
"Wscd1",6.48771292734372e-75,-0.520647556221767,0.075,0.155,2.01462949532804e-70,"0","Wscd1"
"Enpp2",8.50662040167748e-75,-0.516038494429278,0.59,0.389,2.64156083333291e-70,"0","Enpp2"
"Cpne7",2.33967540583861e-74,0.296203439640022,0.226,0.137,7.26539403775064e-70,"0","Cpne7"
"Arhgef40",2.57889318873067e-73,-0.385967379774014,0.055,0.131,8.00823701896534e-69,"0","Arhgef40"
"Luzp2",2.9634991435673e-73,-0.907934449039527,0.179,0.258,9.20255389051954e-69,"0","Luzp2"
"Fgfr1",2.80078401092788e-71,-0.316786587319741,0.062,0.14,8.69727458913435e-67,"0","Fgfr1"
"Tmem229a",6.47976268536035e-71,-0.453058239279774,0.043,0.113,2.01216070668495e-66,"0","Tmem229a"
"Sparcl1",9.14715368330399e-71,-0.835833299202946,0.608,0.58,2.84046563327639e-66,"0","Sparcl1"
"mt-Atp8",3.24142430569224e-69,-0.494268935180385,0.273,0.355,1.00655948964661e-64,"0","mt-Atp8"
"Rcbtb1",5.84976236668093e-69,-0.64008571581385,0.221,0.295,1.81652670772543e-64,"0","Rcbtb1"
